eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-85152825665,Papillomavirus,Bonnez W.,2022,Clinical Virology Third Edition,10.1128/9781555815981.ch28,3,,https://api.elsevier.com/content/abstract/scopus_id/85152825665
2-s2.0-85140749144,Leveraging a Safety Event Management System to Improve Organizational Learning and Safety Culture,Dawson R.,2022,Hospital Pediatrics,10.1542/hpeds.2021-006266,3,,https://api.elsevier.com/content/abstract/scopus_id/85140749144
2-s2.0-85126269489,"Purpose, Subject, and Consumer Comment on “Perceived Burden Due to Registrations for Quality Monitoring and Improvement in Hospitals: A Mixed Methods Study”",Hysong S.J.,2022,International Journal of Health Policy and Management,10.34172/ijhpm.2022.6495,3,,https://api.elsevier.com/content/abstract/scopus_id/85126269489
2-s2.0-85131018200,Emergency Departments as Care Providers for Patients with Cardiac Ambulatory Care Sensitive and Mental Health Conditions: Qualitative Interview and Focus Group Study with Patients and Physicians,Schmiedhofer M.,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph19106098,3,,https://api.elsevier.com/content/abstract/scopus_id/85131018200
2-s2.0-85084674931,"Developing Registries and Effective Care Models for the Management of Hip Fractures: Aligning Political, Organizational Drivers with Clinical Outcomes",Hoang-Kim A.,2020,Current Osteoporosis Reports,10.1007/s11914-020-00582-7,3,,https://api.elsevier.com/content/abstract/scopus_id/85084674931
2-s2.0-85151468012,"Workplace Violence in Health Care: Utilization of Protection, Prevention, and Planning Strategies",Tilley L.,2023,Journal of Radiology Nursing,10.1016/j.jradnu.2023.02.010,2,,https://api.elsevier.com/content/abstract/scopus_id/85151468012
2-s2.0-85154024560,A novel method for measuring the burden of breast cancer in neighborhoods,McIntire R.K.,2023,Preventive Medicine Reports,10.1016/j.pmedr.2023.102218,2,,https://api.elsevier.com/content/abstract/scopus_id/85154024560
2-s2.0-75949104745,Policy implications of the society for healthcare epidemiology of America's research plan for reducing healthcare-associated infections,Stevenson K.,2010,Infection Control and Hospital Epidemiology,10.1086/650583,2,,https://api.elsevier.com/content/abstract/scopus_id/75949104745
2-s2.0-85087100399,Supporting health professionals after an adverse event in Swiss hospitals: A cross-sectional study,Reiser C.F.,2020,Swiss Medical Weekly,10.4414/smw.2020.20278,2,,https://api.elsevier.com/content/abstract/scopus_id/85087100399
2-s2.0-85162236050,Risk factors and outcomes associated with unplanned intraoperative extubation of the pediatric surgical patient: An analysis of the NSQIP-P database,Cheon E.C.,2023,Paediatric Anaesthesia,10.1111/pan.14709,2,,https://api.elsevier.com/content/abstract/scopus_id/85162236050
2-s2.0-85088694895,Validity and reliability of Korean version Competency Assessment Tool-Mental Health,Cho H.M.,2020,Frontiers of Nursing,10.2478/fon-2020-0017,2,,https://api.elsevier.com/content/abstract/scopus_id/85088694895
2-s2.0-85085029998,Weekend readmissions associated with mortality following pancreatic resection for cancer,Kothari A.N.,2020,Surgical Oncology,10.1016/j.suronc.2020.05.001,2,,https://api.elsevier.com/content/abstract/scopus_id/85085029998
2-s2.0-85125950741,Patients’ Perspectives on Determinants Avoidable Hospitalizations: Development and Validation of a Questionnaire,Sarmento J.,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph19053138,2,,https://api.elsevier.com/content/abstract/scopus_id/85125950741
2-s2.0-85104864761,Impact of Advanced Practice Provider Integration into Multispecialty Group Practices on Outcomes Following Major Surgery,Lai L.Y.,2022,Surgical Innovation,10.1177/15533506211013150,2,,https://api.elsevier.com/content/abstract/scopus_id/85104864761
2-s2.0-85188231629,Sex differences in trends and in-hospital outcomes of acute myocardial infarction in patients with familial hypercholesterolemia: insights from a large national database,Rivera F.B.,2024,Expert Review of Cardiovascular Therapy,10.1080/14779072.2024.2329720,2,,https://api.elsevier.com/content/abstract/scopus_id/85188231629
2-s2.0-85081331861,Predictors of hip fractures and mortality in long-term care homes in Saskatchewan: Does vitamin D supplementation play a role?,Whiting S.J.,2020,Journal of Steroid Biochemistry and Molecular Biology,10.1016/j.jsbmb.2020.105654,2,,https://api.elsevier.com/content/abstract/scopus_id/85081331861
2-s2.0-85181633725,Patient satisfaction with the quality of care received is associated with adherence to antidepressant medications,Donneyong M.M.,2024,Plos One,10.1371/journal.pone.0296062,2,,https://api.elsevier.com/content/abstract/scopus_id/85181633725
2-s2.0-85105150765,Characteristics of Ophthalmic Trauma in Fall-Related Hospitalizations in the United States from 2000 to 2017,Chen A.,2022,Ophthalmic Epidemiology,10.1080/09286586.2021.1914668,2,,https://api.elsevier.com/content/abstract/scopus_id/85105150765
2-s2.0-85139848110,"What type of uterine anomalies had an additional effect on pregnancy outcomes, compared to other uterine anomalies? An evaluation of a large population database",Kadour Peero E.,2022,Journal of Maternal Fetal and Neonatal Medicine,10.1080/14767058.2022.2130240,2,,https://api.elsevier.com/content/abstract/scopus_id/85139848110
2-s2.0-85122504646,National Hospitalization Trends and the Role of Preventable Hospitalizations among Centenarians in the United States (2000–2009),Twersky S.E.,2022,International Journal of Environmental Research and Public Health,10.3390/ijerph19020795,2,,https://api.elsevier.com/content/abstract/scopus_id/85122504646
2-s2.0-85182556143,"Acute health care use among children during the first 2.5 years of the COVID-19 pandemic in Ontario, Canada: a population-based repeated cross-sectional study",Iskander C.,2024,CMAJ Canadian Medical Association Journal,10.1503/cmaj.221726,2,,https://api.elsevier.com/content/abstract/scopus_id/85182556143
2-s2.0-85205236998,Characteristics and outcomes of myocardial infarction among patients with bleeding or hypercoagulable disorders: A nationwide analysis,Sedhom R.,2025,Cardiovascular Revascularization Medicine,10.1016/j.carrev.2024.09.011,2,,https://api.elsevier.com/content/abstract/scopus_id/85205236998
2-s2.0-85123973895,Ultrasound-Guided Peripherally Inserted Central Catheter Placement in Extremely Low Birth Weight Neonates,Fridolfsson P.E.J.,2022,Neonatal Network,10.1891/11-T-733,2,,https://api.elsevier.com/content/abstract/scopus_id/85123973895
2-s2.0-85150839934,Emerging Trends and Scope of Healthcare Analytics,Gupta A.,2022,International Interdisciplinary Humanitarian Conference for Sustainability Iihc 2022 Proceedings,10.1109/IIHC55949.2022.10059883,2,,https://api.elsevier.com/content/abstract/scopus_id/85150839934
2-s2.0-85165369641,The Impact of Patient-Centered Care: Promoting Chronic Conditions Management for Older People,Liang H.,2022,Impact of Patient Centered Care Promoting Chronic Conditions Management for Older People,10.1007/978-981-16-3968-5,2,,https://api.elsevier.com/content/abstract/scopus_id/85165369641
2-s2.0-85095575193,Performance assessment of the use of information technology in health management: A systematic review of the literature on the topic,Longaray A.A.,2020,Ciencia E Saude Coletiva,10.1590/1413-812320202511.26342018,2,,https://api.elsevier.com/content/abstract/scopus_id/85095575193
2-s2.0-85184870159,Use of Veterans Health Administration Structured Data to Identify Patients Eligible for Lung Cancer Screening,Gundle K.,2023,Military Medicine,10.1093/milmed/usad017,2,,https://api.elsevier.com/content/abstract/scopus_id/85184870159
2-s2.0-85163672476,"Differences in acute ischaemic stroke in-hospital mortality across referral stroke hospitals in Spain: A retrospective, longitudinal observational study",Estupiñán-Romero F.,2023,BMJ Open,10.1136/bmjopen-2022-068183,2,,https://api.elsevier.com/content/abstract/scopus_id/85163672476
2-s2.0-85123142143,Care of patients with mental health issues in the emergency department: a quality improvement project,Goldstein M.K.,2022,Emergency Nurse,10.7748/en.2021.e2092,2,,https://api.elsevier.com/content/abstract/scopus_id/85123142143
2-s2.0-85152801442,Infection-related hospitalisation in young adults with systemic lupus erythematosus: Data from the National Inpatient Sample,Dhital R.,2023,Lupus Science and Medicine,10.1136/lupus-2022-000851,2,,https://api.elsevier.com/content/abstract/scopus_id/85152801442
2-s2.0-85166362975,The burden of ovarian cancer in the USA from 2007 to 2018: Evidence from the Medical Expenditure Panel Survey,Szamreta E.A.,2023,Future Oncology,10.2217/fon-2022-1072,2,,https://api.elsevier.com/content/abstract/scopus_id/85166362975
2-s2.0-85150022245,Prevalence and prognosis of seizures among patients undergoing mechanical thrombectomy for acute ischemic stroke: A look at pre-2015 aha/asa guidelines update regarding endovascular treatment,Lekoubou A.,2023,Journal of Stroke and Cerebrovascular Diseases,10.1016/j.jstrokecerebrovasdis.2023.107049,2,,https://api.elsevier.com/content/abstract/scopus_id/85150022245
2-s2.0-33644930604,Indecent coverage? Protecting the goals of health insurance from the impact of co-payments,Hurst S.A.,2006,Cambridge Quarterly of Healthcare Ethics,10.1017/S0963180106060129,2,,https://api.elsevier.com/content/abstract/scopus_id/33644930604
2-s2.0-3242705263,"Nutritional supplements, ergogenic aids, and herbals",Radler D.,2003,Dental Clinics of North America,10.1016/S0011-8532(02)00099-X,2,,https://api.elsevier.com/content/abstract/scopus_id/3242705263
2-s2.0-85127587744,The relation between information technology adoption and the pharmacists’ job satisfaction in the chain community pharmacy in Amman,Sweis R.,2022,International Journal of Business Innovation and Research,10.1504/IJBIR.2022.121733,2,,https://api.elsevier.com/content/abstract/scopus_id/85127587744
2-s2.0-85117059847,Cost-benefit Analysis of the Coping and Promoting Strength Program,Slade E.P.,2021,Prevention Science,10.1007/s11121-021-01309-5,2,,https://api.elsevier.com/content/abstract/scopus_id/85117059847
2-s2.0-85146485870,"Comparison of trauma care structures, processes and outcomes between the English National Health Service and Quebec, Canada",Bouderba S.,2023,Canadian Journal of Surgery,10.1503/cjs.019722,2,,https://api.elsevier.com/content/abstract/scopus_id/85146485870
2-s2.0-85151457823,Percutaneous Coronary Intervention and Discretionary Atherectomy in Patients with Aortic Stenosis: 2016–2019 National Inpatient Sample,Vedantam K.,2023,Cardiovascular Revascularization Medicine,10.1016/j.carrev.2023.03.008,2,,https://api.elsevier.com/content/abstract/scopus_id/85151457823
2-s2.0-85113167782,Characterizing rescue performance in a tertiary care medical center: a systems approach to provide management decision support,McGrath S.P.,2021,BMC Health Services Research,10.1186/s12913-021-06855-w,2,,https://api.elsevier.com/content/abstract/scopus_id/85113167782
2-s2.0-85099565948,The Missed Opportunity of Primary Care Providers’ Online Biographies: a Content Analysis of US Health Systems in 2020,Perrault E.K.,2021,Journal of General Internal Medicine,10.1007/s11606-020-06485-8,2,,https://api.elsevier.com/content/abstract/scopus_id/85099565948
2-s2.0-85189282624,Leaders’ Role in Fostering a Just Culture,Pozzobon L.D.,2024,Nursing Leadership,10.12927/cjnl.2024.27289,2,,https://api.elsevier.com/content/abstract/scopus_id/85189282624
2-s2.0-85180167675,Prioritizing Mammography Screening in Developing Countries: Are We Putting the Cart Before the Horse?,Raghavan N.,2024,Annals of Surgical Oncology,10.1245/s10434-023-14785-6,2,,https://api.elsevier.com/content/abstract/scopus_id/85180167675
2-s2.0-85099702534,Hospital Readmission Prediction using Discriminative patterns,Im S.J.,2020,2020 IEEE Symposium Series on Computational Intelligence Ssci 2020,10.1109/SSCI47803.2020.9308381,2,,https://api.elsevier.com/content/abstract/scopus_id/85099702534
2-s2.0-85117465978,Temporal Trends and Outcomes of Percutaneous and Surgical Aortic Valve Replacement in Patients With Atrial Fibrillation,Wu J.,2020,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2020.603834,2,,https://api.elsevier.com/content/abstract/scopus_id/85117465978
2-s2.0-85186213450,Deciphering a proteomic signature for the early detection of breast cancer from breast milk: the role of quantitative proteomics,Whitham D.,2024,Expert Review of Proteomics,10.1080/14789450.2024.2320158,2,,https://api.elsevier.com/content/abstract/scopus_id/85186213450
2-s2.0-85120069531,Menopause and sustainable career outcomes: A science mapping approach,Van der Heijden B.I.J.M.,2021,International Journal of Environmental Research and Public Health,10.3390/ijerph182312559,2,,https://api.elsevier.com/content/abstract/scopus_id/85120069531
2-s2.0-85129384041,Neurodevelopmental delays and in utero exposure to hyperemesis gravidarum,Fejzo M.S.,2021,Diagnosis Management and Modeling of Neurodevelopmental Disorders the Neuroscience of Development,10.1016/B978-0-12-817988-8.00020-8,2,,https://api.elsevier.com/content/abstract/scopus_id/85129384041
2-s2.0-85116081382,"Design, development, and evaluation of an interactive training simulator for teaching hospital information systems",Ghaffari F.,2021,Journal of Education and Health Promotion,10.4103/jehp.jehp-1006-20,2,,https://api.elsevier.com/content/abstract/scopus_id/85116081382
2-s2.0-85104826638,Emergency Department Utilization Among People Living With HIV on Chronic Opioid Therapy,Thakarar K.,2021,Journal of the International Association of Providers of AIDS Care,10.1177/23259582211010952,2,,https://api.elsevier.com/content/abstract/scopus_id/85104826638
2-s2.0-85213509793,"Dementia health matters: Influence of literacy, fears, and endorsements on dementia risk mitigation and screening among community-dwelling older adults",Khalil M.I.M.,2025,Geriatric Nursing,10.1016/j.gerinurse.2024.12.022,2,,https://api.elsevier.com/content/abstract/scopus_id/85213509793
